scientific_name,backup_obs_count,backup_unique_users,backup_unique_days,lat_std,lon_std,backup_research_prop,iconic_taxon_name,common_name,present_in_main
Acmispon heermannii heermannii,2,1,2,0.00020623950141938257,0.00010606601718652745,1.0,Plantae,Heermann's lotus,0
Acmispon micranthus,2,2,2,3.9286852747541037e-07,0.0018600837030379833,0.5,Plantae,San Diego bird's-foot trefoil,0
Acmispon strigosus,4,4,3,0.00021059212307954087,0.0003302218749237323,0.5,Plantae,strigose lotus,0
Acrididae,11,8,11,0.009692536150391545,0.005978488590357155,0.0,Insecta,Short-horned Grasshoppers,0
Acrididea,6,6,6,0.008246353692764392,0.01256569092837679,0.0,Insecta,Grasshoppers,0
Acrolophus,1,1,1,0.0,0.0,0.0,Insecta,Grass Tubeworm Moths,0
Acrosticta,3,3,3,0.014449998812462327,0.0017832800990626124,0.0,Insecta,Unknown,0
Actinopterygii,12,6,11,0.009556003263528807,0.0033175924457968667,0.0,Actinopterygii,Ray-finned Fishes,0
Actitis macularius,7,6,5,0.012760152944444271,0.007790607185937847,1.0,Aves,Spotted Sandpiper,1
Aculeata,3,3,3,0.01576084459398523,0.012218414110367892,0.0,Insecta,"Ants, Bees, and Stinging Wasps",0
Adelpha californica,1,1,1,0.0,0.0,1.0,Insecta,California Sister,0
Adenostoma fasciculatum,1,1,1,0.0,0.0,0.0,Plantae,chamise,1
Aechmophorus,12,5,10,0.009803397160914275,0.0025234256166500727,0.3333333333333333,Aves,Western and Clark's Grebes,0
Aechmophorus clarkii,3,2,3,0.009546809961056545,0.005757405913095591,1.0,Aves,Clark's Grebe,0
Aechmophorus occidentalis,51,31,44,0.008817490393960566,0.005334608573554656,0.9411764705882353,Aves,Western Grebe,0
Aedes,1,1,1,0.0,0.0,0.0,Insecta,Unknown,1
Aedes aegypti,1,1,1,0.0,0.0,0.0,Insecta,Yellow Fever Mosquito,0
Aedes squamiger,1,1,1,0.0,0.0,0.0,Insecta,California Saltmarsh Mosquito,0
Aedes taeniorhynchus,5,4,4,0.01332596892399185,0.01033252013728602,0.8,Insecta,Black Saltmarsh Mosquito,1
Aegialia,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Aegialiinae,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Aeronautes saxatalis,6,5,4,0.007136814976255636,0.01129103091731021,1.0,Aves,White-throated Swift,0
Agapostemon,24,9,19,0.011612487613049574,0.006738190363989068,0.0,Insecta,Striped Sweat Bees,1
Agapostemon femoratus,3,3,3,0.014000035342964524,0.0011752232970071634,1.0,Insecta,Wide-legged Sweat Bee,0
Agapostemon melliventris,3,3,3,0.014819128624607469,0.007703167386627547,1.0,Insecta,Honey-tailed Striped Sweat Bee,1
Agapostemon subtilior,13,9,12,0.005675811381013195,0.005138178907338901,0.7692307692307693,Insecta,Fine striped sweat bee,1
Agapostemon texanus,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Agaricaceae,3,2,3,0.008465949595772121,0.0012393362352101467,0.0,Fungi,Field Mushrooms and Allies,0
Agaricales,9,6,6,0.009374930427712765,0.009850423600688437,0.0,Fungi,Common Gilled Mushrooms and Allies,1
Agaricineae,2,2,2,0.016626763118111204,0.010018137342875169,0.0,Fungi,Unknown,0
Agaricomycetes,4,4,4,0.015266783700889488,0.015511936095266686,0.0,Fungi,"Mushrooms, Bracket Fungi, Puffballs, and Allies",1
Agaricomycetidae,1,1,1,0.0,0.0,0.0,Fungi,Unknown,0
Agaricus,9,5,9,0.005585622278208019,0.0009687828822284559,0.0,Fungi,field and button mushrooms,0
Agaricus bernardii,1,1,1,0.0,0.0,0.0,Fungi,Salt-loving Agaricus,0
Agaricus bitorquis,1,1,1,0.0,0.0,0.0,Fungi,Pavement Mushroom,1
Agaricus californicus,4,4,4,0.00426131556630977,0.0015216438130324773,0.0,Fungi,California Agaricus,0
Agaricus campestris,2,2,2,0.0033445608399255457,0.002885914481787025,0.0,Fungi,Meadow Mushroom,0
Agaricus xanthodermus,4,4,4,0.000589879712535749,0.0008002660488262592,0.5,Fungi,Yellow Stainer,0
Agathidinae,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Agathidini,2,2,2,0.020055545466844713,0.014738265531144372,0.0,Insecta,Unknown,0
Agave,25,20,21,0.006121994186702958,0.002023709742615727,0.0,Plantae,century plants,0
Agave americana,13,13,13,0.00874088659734129,0.009503293545598255,0.7692307692307693,Plantae,American century plant,0
Agave shawii,161,117,132,0.008679817278550333,0.004253191467830911,0.9254658385093167,Plantae,Shaw's Agave,0
Agavoideae,5,5,5,0.011368243223783997,0.00543617601386915,0.0,Plantae,Century plant subfamily,0
Agdistis,3,2,3,0.005683698007447798,0.0005823500521092624,0.0,Insecta,Unknown,0
Agdistis americana,6,6,6,0.004462284549463939,0.0028738337691664555,0.6666666666666666,Insecta,Sea-heath Plume Moth,0
Agelaius,2,1,2,0.001754017685871553,0.0010665527754379375,0.0,Aves,Agelaius Blackbirds,0
Agelaius phoeniceus,144,49,108,0.005314317941790585,0.006163842116233019,0.9652777777777778,Aves,Red-winged Blackbird,0
Agelenidae,19,19,16,0.01394104368425973,0.007108757391023588,0.0,Arachnida,Funnel Weavers,0
Ageleninae,20,14,18,0.00662079937168081,0.004610443734932675,0.25,Arachnida,Typical Funnel Weavers,0
Agelenopsis,15,13,15,0.007244217066118301,0.004384969469526745,0.06666666666666667,Arachnida,Grass Spiders,0
Agelenopsis aperta,20,18,17,0.009131333896675767,0.0068171288803830716,0.2,Arachnida,Desert Grass Spider,0
Ageniella accepta,1,1,1,0.0,0.0,1.0,Insecta,Unknown,0
Aglaophenia,7,6,5,0.00298287089259992,0.0016905027477349933,0.0,Animalia,Ostrich-Plume Hydroids,0
Aglossa,2,2,1,1.22627165084731e-05,4.5800720301632884e-06,0.0,Insecta,Tabby Moths,0
Agrius cingulata,1,1,1,0.0,0.0,1.0,Insecta,Pink-spotted Hawkmoth,0
Agrocybe,2,2,2,0.010724611617043463,0.010174250398115888,0.0,Fungi,Unknown,1
Agrocybe pediades,6,4,3,0.01249358474114808,0.0026735856293747568,0.0,Fungi,Common Fieldcap,0
Agromyzidae,2,2,2,0.01996162443289418,0.014124457954192862,0.0,Insecta,Leaf-miner Flies,0
Agrostis exarata,1,1,1,0.0,0.0,0.0,Plantae,Pacific bentgrass,0
Agrotina,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Aimophila ruficeps,2,2,2,0.002013691054712683,0.002721715094804619,1.0,Aves,Rufous-crowned Sparrow,0
Aix sponsa,1,1,1,0.0,0.0,1.0,Aves,Wood Duck,0
Aizoaceae,4,4,3,0.010607268726575362,0.013215190640908708,0.0,Plantae,Stone plants,1
Aleurites moluccanus,1,1,1,0.0,0.0,0.0,Plantae,Candlenut,0
Aleyrodidae,1,1,1,0.0,0.0,0.0,Insecta,Whiteflies,0
Allacrotelsa,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Allacrotelsa spinulata,2,2,2,0.008759114697793065,0.0010753259199789112,0.5,Insecta,Unknown,0
Allenrolfea occidentalis,2,2,2,0.002980419868787175,2.4232054407998758e-05,0.0,Plantae,Iodinebush,0
Allium,1,1,1,0.0,0.0,0.0,Plantae,onions,0
Allium praecox,1,1,1,0.0,0.0,1.0,Plantae,Early Onion,0
Allograpta,2,2,2,0.0001935115793524774,0.0007662680721145069,0.5,Insecta,Streaktails,1
Allograpta exotica,13,5,8,0.0033653514509982495,0.0005587699388814674,1.0,Insecta,Exotic Streaktail,0
Allograpta obliqua,9,8,9,0.00534390676514838,0.0020397688195517966,0.8888888888888888,Insecta,Oblique Streaktail,1
Alloniscus mirabilis,2,1,2,0.00020034689776884308,0.0007266700216505853,1.0,Animalia,Wonderful Wracklouse,0
Aloe maculata,33,22,30,0.002045588112810049,0.001670446756041166,0.42424242424242425,Plantae,soap aloe,0
Alopecosa kochi,2,2,2,0.0004242640687084276,0.002637979651205603,0.0,Arachnida,Koch's Wolf Spider,0
Alpheias transferens,2,2,1,8.840036845496667e-06,2.687642163658507e-05,0.0,Insecta,Unknown,0
Altica,1,1,1,0.0,0.0,0.0,Insecta,Metallic Flea Beetles,0
Alticini,1,1,1,0.0,0.0,0.0,Insecta,Flea Beetles,0
Amanita,1,1,1,0.0,0.0,0.0,Fungi,amanita mushrooms,0
Amanita ocreata,1,1,1,0.0,0.0,1.0,Fungi,Western Destroying Angel,0
Amara,6,5,5,0.007978567459898734,0.009907045054030344,0.0,Insecta,Sun Beetles,0
Amaranthaceae,16,14,15,0.013067835386853504,0.009586905533796175,0.0,Plantae,Amaranth family,1
Amaranthus,8,8,8,0.002054259561352139,0.004597494207422752,0.0,Plantae,amaranths,0
Amaranthus albus,2,2,2,0.009281509984935798,0.008539618429160407,0.5,Plantae,prostrate pigweed,0
Amaranthus cruentus,15,14,14,0.0028706351915763037,0.0020821741777837816,0.2,Plantae,Red amaranth,0
Amaranthus deflexus,2,2,2,0.02217369019384613,0.00757975258137092,0.5,Plantae,Prostrate Amaranth,0
Amaryllis belladonna,3,3,3,0.0009963269308140808,0.001370301409966067,1.0,Plantae,Belladonna Lily,0
Amazona oratrix,2,2,2,0.00029200073523637666,0.002388341612516325,1.0,Aves,Yellow-headed Amazon,0
Amblonoxia,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Amblyopappus,2,2,2,0.015440219554503554,0.015212196143773074,0.0,Plantae,Unknown,0
Amblyopappus pusillus,40,23,26,0.01242556471226449,0.010472682628532343,0.95,Plantae,dwarf coastweed,1
Ambrosia,8,6,6,0.008534454448935252,0.01574456031848053,0.0,Plantae,Ragweeds,1
Ambrosia acanthicarpa,1,1,1,0.0,0.0,0.0,Plantae,Flatspine Bursage,0
Ambrosia artemisiifolia,1,1,1,0.0,0.0,1.0,Plantae,common ragweed,0
Ambrosia chamissonis,62,41,50,0.007333982825317567,0.003374283546732713,1.0,Plantae,silver beachweed,1
Ambrosia confertiflora,20,20,18,0.001848520077944397,0.004263580702401044,0.7,Plantae,slimleaf bursage,0
Ambrosia psilostachya,35,20,31,0.01034893789529482,0.009924143932334886,0.8857142857142857,Plantae,western ragweed,0
Ambrosiinae,3,2,2,0.010354858463281272,0.01657969839828884,0.0,Plantae,"Cockleburs, Ragweeds, and Wild Quinines",0
Ameiurus nebulosus,1,1,1,0.0,0.0,1.0,Actinopterygii,Brown Bullhead,0
Amiantis,1,1,1,0.0,0.0,0.0,Mollusca,Unknown,0
Amiantis callosa,2,2,2,0.019608316761914706,0.005764840485833792,1.0,Mollusca,White Venus,0
Ammopelmatus,10,9,10,0.00861556533549495,0.010602301840215532,0.0,Insecta,North American Jerusalem Crickets,0
Ammopelmatus mahogany,1,1,1,0.0,0.0,0.0,Insecta,Mahogany Jerusalem Cricket,0
Ammophila,15,10,14,0.013391031858109364,0.010701523001117715,0.13333333333333333,Insecta,Thread-waisted Sand Wasps,0
Ammophila aberti,4,4,4,0.016539451861762942,0.006978190545274576,0.5,Insecta,Abert's Thread-waisted Wasp,0
Ammospiza nelsoni,15,12,9,0.001571613970358152,0.002685172565786783,1.0,Aves,Nelson's Sparrow,1
Amorpha,1,1,1,0.0,0.0,0.0,Plantae,False Indigos,0
Amorpha fruticosa,3,3,3,0.011829435723291922,0.018041443688598613,0.3333333333333333,Plantae,false indigo bush,0
Amphibalanus amphitrite,2,2,2,0.005554249378590334,0.010058326958848327,1.0,Animalia,Striped Barnacle,1
Amphipoda,1,1,1,0.0,0.0,0.0,Animalia,Amphipods,0
Amphistichus argenteus,2,2,2,0.012720458195723669,0.004659087266096588,1.0,Actinopterygii,Barred Surfperch,0
Amsinckia,17,9,15,0.008675601826920365,0.007974576524624197,0.0,Plantae,Fiddlenecks,0
Amsinckia menziesii,25,18,22,0.008015804914731,0.010624117372376715,0.24,Plantae,Common Fiddleneck,0
Amsinckia menziesii intermedia,6,3,5,0.01036726390483542,0.005897939668083755,0.5,Plantae,Rancher's fiddleneck,0
Amsinckia tessellata,1,1,1,0.0,0.0,0.0,Plantae,Bristly Fiddleneck,0
Amydria,2,2,2,0.01829656290141591,0.01164599727947518,0.0,Insecta,Unknown,0
Amydria effrenatella,2,2,1,3.7476659398704874e-05,0.0012537003230487904,1.0,Insecta,Brown-blotched Amydria Moth,0
Amydria obliquella,1,1,1,0.0,0.0,1.0,Insecta,Unknown,0
Anarhynchus,1,1,1,0.0,0.0,0.0,Aves,Sand Plovers and Allies,0
Anarhynchus montanus,1,1,1,0.0,0.0,1.0,Aves,Mountain Plover,0
Anarhynchus nivosus,380,106,250,0.006510304136384722,0.0030933479775916233,0.9921052631578947,Aves,Snowy Plover,0
Anarhynchus wilsonia,1,1,1,0.0,0.0,1.0,Aves,Wilson's Plover,0
Anarta,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Anas,1,1,1,0.0,0.0,0.0,Aves,"Mallards, Pintails, and Allies",0
Anas acuta,120,41,96,0.005284487489651458,0.004742592717103908,1.0,Aves,Northern Pintail,1
Anas crecca,104,42,74,0.0047204357366284425,0.0056645428774444095,0.9807692307692307,Aves,Green-winged Teal,0
Anas crecca carolinensis,9,7,9,0.006135525330799736,0.010782073537668772,1.0,Aves,American Green-winged Teal,0
Anas platyrhynchos,278,84,219,0.006583854056702297,0.00525559008141165,0.9892086330935251,Aves,Mallard,1
Anas platyrhynchos domesticus,4,4,4,0.0015409494611983775,0.0008505671862370535,1.0,Aves,Domestic Mallard,0
Anas platyrhynchos platyrhynchos,1,1,1,0.0,0.0,1.0,Aves,Holarctic Mallard,0
Anas platyrhynchos × cairina moschata,17,15,17,0.0020009284535619587,0.0013386585571862504,1.0,Aves,Mallard × Muscovy Duck,0
Anastoechus,2,2,2,0.005272858992727556,0.0008006736253483214,0.0,Insecta,Unknown,0
Anastrepha ludens,1,1,1,0.0,0.0,1.0,Insecta,Mexican Fruit Fly,0
Anatidae,16,13,15,0.005522386290693534,0.001479002933775435,0.0,Aves,"Ducks, Geese, and Swans",1
Anax,1,1,1,0.0,0.0,0.0,Insecta,Emperors and Green Darners,0
Anax junius,13,11,12,0.01274265662647788,0.011491247499765172,1.0,Insecta,Common Green Darner,0
Ancistrocerus,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Ancistrocerus tuberculocephalus,2,2,2,0.006899453632471716,0.0008791592960757757,0.5,Insecta,Unknown,0
Andrena,8,6,6,0.006430934691253404,0.001794944992061042,0.0,Insecta,Mining Bees,0
Andricus,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Anemopsis californica,20,16,19,0.01240684545623892,0.010590396305485963,0.95,Plantae,Yerba Mansa,0
Angiospermae,28,20,16,0.009885550214152205,0.014219409420319608,0.0,Plantae,Flowering Plants,1
Animalia,10,9,10,0.009312369665873819,0.012274792958577078,0.0,Animalia,Animals,1
Anisolabis maritima,1,1,1,0.0,0.0,0.0,Insecta,Maritime Earwig,0
Anisoptera,3,3,3,0.007312727205535782,0.013234884352531853,0.0,Insecta,Dragonflies,0
Annelida,1,1,1,0.0,0.0,0.0,Animalia,Segmented Worms,1
Anniella stebbinsi,20,15,20,0.013896304862782373,0.011016560093637186,1.0,Reptilia,San Diegan Legless Lizard,0
Anomalon,2,2,2,0.012619552855974535,0.02105503015402916,0.0,Insecta,Unknown,0
Anomaloninae,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Anomia peruviana,19,8,16,0.00638833060865536,0.002237180421909522,0.5263157894736842,Mollusca,Pearly Jingle,0
Anomiidae,4,2,4,0.0007387177210729908,0.00037824725640467246,0.0,Mollusca,Jingle Shells,0
Anopina,2,1,1,1.598344164785673e-06,7.222388582342572e-07,0.0,Insecta,Unknown,0
Anopina triangulana,2,2,1,3.7476659398704874e-05,0.0012537003230487904,1.0,Insecta,Unknown,0
Anser albifrons,4,4,4,0.002667542581423958,0.0016254952812485399,1.0,Aves,Greater White-fronted Goose,1
Anser caerulescens,1,1,1,0.0,0.0,1.0,Aves,Snow Goose,1
Anseriformes,2,2,2,0.00044421614720641935,0.00027949060206353615,0.0,Aves,Waterfowl,1
Anstenoptilia marmarodactyla,1,1,1,0.0,0.0,0.0,Insecta,Sage Plume Moth,0
Antalis pretiosa,2,1,1,0.0015123377804451346,0.0009338397220334269,0.0,Mollusca,Unknown,0
Anthemideae,2,2,2,0.023576642585757316,0.014756562909058685,0.0,Plantae,"Chamomiles, yarrows, and allies",0
Anthidium,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Anthidium maculosum,1,1,1,0.0,0.0,0.0,Insecta,Spotted Woolcarder,0
Anthocharis,1,1,1,0.0,0.0,0.0,Insecta,Orangetips,0
Anthocharis sara,10,8,10,0.007657904412085015,0.008911655255544909,0.9,Insecta,Sara Orangetip,0
Anthomyiidae,4,3,4,0.012176720671818478,0.010939051657605448,0.0,Insecta,Root-maggot Flies,1
Anthophila,9,6,7,0.004048630789108632,0.0016718939014296072,0.0,Insecta,Bees,0
Anthophora,10,8,8,0.012711039469263309,0.004313802485356779,0.1,Insecta,Common Digger Bees,0
Anthophora californica,7,6,7,0.0031445511897802377,0.0023250745734537596,1.0,Insecta,California Digger Bee,0
Anthophorini,7,5,7,0.008797576214859094,0.0035712065882304448,0.0,Insecta,Digger Bees,0
Anthrenus lepidus,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Anthrenus scrophulariae,1,1,1,0.0,0.0,0.0,Insecta,Anthrenus scrophulariae species group,0
Anthrenus verbasci,1,1,1,0.0,0.0,1.0,Insecta,Varied Carpet Beetle,0
Anthus rubescens,43,19,33,0.0059626196630803196,0.004719381144435292,1.0,Aves,American Pipit,1
Anyphaena,1,1,1,0.0,0.0,0.0,Arachnida,Unknown,0
Anystis,3,3,3,0.010088327543820153,0.017203154350191263,0.0,Arachnida,Whirligig Mites,0
Apantesis,2,2,2,0.011998218339470816,0.01867299550972873,0.0,Insecta,Unknown,1
Apantesis proxima,9,8,8,0.009252173982235413,0.010560578229999843,0.5555555555555556,Insecta,Mexican Tiger Moth,1
Apantesis ursina,8,8,7,0.011953340886277437,0.009546698135543827,0.25,Insecta,Unknown,0
Aphelocoma californica,28,15,24,0.007042359462207051,0.0035137990627401097,1.0,Aves,California Scrub-Jay,0
Aphelocoma californica obscura,3,3,3,0.0010771358967632898,0.0016089340174032772,1.0,Aves,Belding's Scrub-Jay,0
Aphididae,7,5,6,0.01471545394340361,0.01008278982099677,0.0,Insecta,Aphids,1
Aphidinae,2,1,1,0.0,0.0,0.0,Insecta,Unknown,1
Aphis,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Aphis sambuci,1,1,1,0.0,0.0,1.0,Insecta,Elder Aphid,0
Aphodiinae,1,1,1,0.0,0.0,0.0,Insecta,Small Dung Beetles,0
Aphrophoridae,6,4,6,0.01223342370406578,0.009573863297817266,0.0,Insecta,True Spittlebugs,1
Apiastrum angustifolium,1,1,1,0.0,0.0,1.0,Plantae,mock parsley,0
Apidae,1,1,1,0.0,0.0,0.0,Insecta,"Honey Bees, Bumble Bees, and Allies",0
Apinae,6,5,5,0.014059251530671748,0.012865775958466531,0.0,Insecta,Apine Bees,0
Apiocera,1,1,1,0.0,0.0,0.0,Insecta,Flower-loving Flies,0
Apioideae,1,1,1,0.0,0.0,0.0,Plantae,Unknown,0
Apiomerus,1,1,1,0.0,0.0,0.0,Insecta,Bee Assassins,0
Apiomerus californicus,13,12,12,0.009674624835712837,0.007763085941945974,0.9230769230769231,Insecta,California Bee Assassin,0
Apis mellifera,165,86,125,0.011877486176867387,0.0064584401820649605,1.0,Insecta,Western Honey Bee,1
Apium graveolens,2,2,2,0.00704261553204764,0.008156674569464452,0.5,Plantae,Celery,0
Aplidium,1,1,1,0.0,0.0,0.0,Animalia,Sea Pork,0
Aplidium californicum,3,3,3,0.0035502965279709353,0.0018798302717083109,0.3333333333333333,Animalia,Pacific Sea Pork,0
Aplysia,4,3,3,0.0032047524088345603,0.001853601506552274,0.5,Mollusca,Unknown,1
Aplysia californica,16,12,13,0.0069258464601635265,0.0033481329885774284,0.875,Mollusca,California Seahare,1
Aplysia vaccaria,4,4,4,0.002828874880198338,0.0011180017494417233,0.75,Mollusca,Black Seahare,0
Aplysiidae,1,1,1,0.0,0.0,0.0,Mollusca,Seahares,0
Apocrita,1,1,1,0.0,0.0,0.0,Insecta,"Narrow-waisted Wasps, Ants, and Bees",0
Apodemia,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Apodemia virgulti,43,25,38,0.006842761175064938,0.004612625291617678,0.9069767441860465,Insecta,Behr's Metalmark,0
Apodidae,1,1,1,0.0,0.0,0.0,Aves,Swifts,0
Apoidea,4,3,4,0.0016752665675755238,0.0013251736080115363,0.0,Insecta,Bees and Apoid Wasps,0
Aporini,3,2,2,0.004255315186906888,0.007690179954766837,0.0,Insecta,Unknown,0
Aporus,3,3,3,0.00942574274704017,0.009428720518961667,0.0,Insecta,Unknown,0
Aporus hirsutus,1,1,1,0.0,0.0,1.0,Insecta,Unknown,0
Aporus luxus,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Apsena,5,4,5,0.008612114967990603,0.010650209364068929,0.0,Insecta,Unknown,0
Apsena pubescens,18,8,17,0.006166699483743252,0.01008483227198059,0.16666666666666666,Insecta,Unknown,0
Aptostichus simus,2,2,2,0.0013314624114037104,0.0004056436137154837,1.0,Arachnida,Southern Coastal Dune Trapdoor Spider,0
Aquila chrysaetos,1,1,1,0.0,0.0,1.0,Aves,Golden Eagle,0
Arachnida,2,2,2,0.016916081302357187,0.017020115518908807,0.0,Arachnida,Arachnids,0
Arachnis picta,4,4,4,0.007524095658938346,0.01184721764190275,0.75,Insecta,Painted Tiger Moth,0
Araneae,18,16,17,0.013441348442642987,0.008897206777055895,0.0,Arachnida,Spiders,0
Araneidae,9,8,9,0.011466393594004826,0.009124435577752759,0.0,Arachnida,Orbweavers,1
Araneinae,7,7,7,0.014587913054860357,0.008896939574168662,0.0,Arachnida,Typical Orbweavers,0
Araneomorphae,5,5,5,0.015690032877144933,0.00928383360056424,0.0,Arachnida,Typical Spiders,0
Araneus,1,1,1,0.0,0.0,0.0,Arachnida,Angulate and Roundshouldered Orbweavers,0
Araneus gemma,2,2,2,0.007795167500375951,0.008675924645642982,0.0,Arachnida,Gem-shaped Orbweaver,0
Araujia sericifera,4,4,4,0.0022364686624363117,0.005690210064089538,1.0,Plantae,Moth Vine,0
Archaeognatha,1,1,1,0.0,0.0,0.0,Insecta,Bristletails,0
Archilochus alexandri,7,6,7,0.00855191877268804,0.00538914178132015,1.0,Aves,Black-chinned Hummingbird,0
Archipini,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Archirhoe,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Archirhoe neomexicana,4,4,4,0.009857862882212264,0.015301417987828973,0.0,Insecta,New Mexico Carpet Moth,0
Archytas,2,1,2,0.00011972505744950279,0.0003271112032246696,0.0,Insecta,Unknown,0
Arctiina,1,1,1,0.0,0.0,0.0,Insecta,Unknown,0
Arctiini,7,7,7,0.012343777785386496,0.010737991522649808,0.0,Insecta,Tiger Moths,0
Arcuatula senhousia,1,1,1,0.0,0.0,1.0,Mollusca,Asian Date Mussel,1
Ardea,2,2,2,0.00047765063069139194,0.002662245788165787,0.0,Aves,Great Herons and Egrets,0
Ardea alba,336,119,256,0.00833285887651964,0.004327297611248049,0.9970238095238095,Aves,Great Egret,1
Ardea alba egretta,1,1,1,0.0,0.0,1.0,Aves,American Great Egret,0
Ardea herodias,189,71,159,0.006662477202097244,0.0035548901717292777,0.9947089947089947,Aves,Great Blue Heron,1
Ardea ibis,34,26,31,0.003560794658330854,0.0034215986627565407,1.0,Aves,Western Cattle-Egret,0
Ardeidae,7,6,7,0.011550059487408408,0.006811030682694014,0.0,Aves,"Herons, Egrets, and Bitterns",1
Ardeinae,3,3,3,0.014692050517281988,0.004829121052526478,0.0,Aves,Typical Herons and Egrets,1
Ardenna grisea,3,3,3,0.004947251133404473,0.002781412048027987,1.0,Aves,Sooty Shearwater,0
Arecales,1,1,1,0.0,0.0,0.0,Plantae,"palms, bullanocks, and allies",0
Arenaria interpres,17,11,16,0.00532876152786315,0.0026386339479626763,1.0,Aves,Ruddy Turnstone,0
Arenaria melanocephala,4,4,4,0.008276604346143253,0.007327904992107154,1.0,Aves,Black Turnstone,1
