scientific_name,common_name,iconic_taxon_name,present_in_main,main_obs_count,backup_obs_count,log_obs_count,backup_unique_users,backup_unique_days,avg_elevation,avg_slope,avg_ndvi,avg_soil_sand,avg_soil_ph,avg_soil_clay
Acer palmatum,Japanese maple,Plantae,0,0.0,1,0.6931471805599453,1,1,219.0,6.656244277954102,0.1128444522619247,42.0,76.0,33.0
Aceria,Unknown,Arachnida,0,0.0,3,1.3862943611198906,2,3,184.33333333333334,5.415257453918457,0.153510728230079,45.0,75.0,28.666666666666668
Aceria baccharices,Mule Fat Blister Mite,Arachnida,0,0.0,43,3.784189633918261,24,40,109.32558139534883,3.7293286697809087,0.1863251951371514,44.46511627906977,70.48837209302326,25.023255813953487
Aceria baccharipha,Baccharis Leaf Blister Mite,Arachnida,0,0.0,1,0.6931471805599453,1,1,231.0,2.157527208328247,0.1298458725214004,47.0,73.0,26.0
Aceria boycei,Ragweed Gall Mite,Arachnida,0,0.0,26,3.295836866004329,16,24,97.65384615384616,5.365762105354896,0.19315015080456546,41.61538461538461,68.8076923076923,25.53846153846154
Aceria mackiei,Live Oak Erineum Mite,Arachnida,0,0.0,3,1.3862943611198906,3,3,126.66666666666667,12.553312301635742,0.13700265189011887,41.0,73.66666666666667,28.333333333333332
Aceria paracalifornica,California Sagebrush Gall Mite,Arachnida,0,0.0,23,3.1780538303479458,14,21,142.30434782608697,7.833011432834294,0.15434166303147437,46.82608695652174,72.26086956521739,24.217391304347824
Aceria paramackiei,Unknown,Arachnida,0,0.0,1,0.6931471805599453,1,1,71.0,13.04666519165039,0.1314314156770706,54.0,66.0,21.0
Acheta domesticus,House Cricket,Insecta,0,0.0,1,0.6931471805599453,1,1,73.0,18.85972785949707,0.1383373886346817,51.0,66.0,20.0
Achillea,yarrows,Plantae,0,0.0,1,0.6931471805599453,1,1,105.0,3.5474085807800293,0.0744418650865554,54.0,68.0,20.0
Achillea millefolium,common yarrow,Plantae,0,0.0,6,1.9459101490553132,6,6,117.5,5.040253708759944,0.14582477509975428,42.0,73.33333333333333,28.166666666666668
Achradocera,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,177.0,4.3167829513549805,0.1304860711097717,45.0,76.0,25.0
Achroia grisella,Lesser Wax Moth,Insecta,0,0.0,3,1.3862943611198906,2,3,145.0,7.797242323557536,0.1469584703445434,48.0,73.33333333333333,27.0
Achyra rantalis,Garden Webworm Moth,Insecta,0,0.0,4,1.6094379124341003,1,4,147.5,12.989514589309692,0.13385299220681188,47.25,72.75,25.5
Acinia picturata,Sourbush Seed Fly,Insecta,0,0.0,4,1.6094379124341003,1,4,87.25,1.3672025501728058,0.2071441411972046,40.75,72.0,28.75
Acinopterus,Unknown,Insecta,0,0.0,3,1.3862943611198906,3,3,114.0,6.9240946769714355,0.1329065362612406,43.666666666666664,74.0,27.333333333333332
Acinopterus angulatus,Angulate Leafhopper,Insecta,0,0.0,1,0.6931471805599453,1,1,95.0,3.435279130935669,0.1410240679979324,43.0,73.0,27.0
Aciurina thoracica,Desert Broom Gallfly,Insecta,0,0.0,16,2.833213344056216,12,16,145.9375,10.867416590452194,0.13676097476854915,46.6875,71.5625,25.625
Acmaeodera,Yellow-marked Buprestid Beetles,Insecta,0,0.0,57,4.060443010546419,20,47,124.6842105263158,6.522811065640366,0.14846751760495333,44.49122807017544,73.12280701754386,26.982456140350877
Acmaeodera acuta,Unknown,Insecta,0,0.0,5,1.791759469228055,4,5,92.4,8.92381477355957,0.1317583173513412,42.4,73.6,29.6
Acmaeodera angelica,Unknown,Insecta,0,0.0,4,1.6094379124341003,2,4,188.0,9.789663553237915,0.16669694706797597,43.75,74.25,27.0
Acmaeodera bacchariphaga,Unknown,Insecta,0,0.0,95,4.564348191467836,29,78,139.2,6.543283385979501,0.14097898712283682,44.21052631578947,73.46315789473684,27.83157894736842
Acmaeodera connexa,Unknown,Insecta,0,0.0,8,2.1972245773362196,2,6,152.25,7.373542636632919,0.15032046940177676,45.75,73.625,25.375
Acmaeodera dolorosa,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,70.0,9.447406768798828,0.1178904995322227,53.0,69.0,22.0
Acmaeodera fenyesi,Unknown,Insecta,0,0.0,6,1.9459101490553132,2,4,230.0,6.194655140240987,0.1314334024985631,46.5,73.5,26.5
Acmaeodera hepburnii,Unknown,Insecta,0,0.0,16,2.833213344056216,8,16,137.9375,5.98522087559104,0.15053910715505478,43.4375,74.625,27.4375
Acmaeodera holsteni,Holsten's Flower Buprestid Beetle,Insecta,0,0.0,1,0.6931471805599453,1,1,94.0,5.679445266723633,0.1309227496385574,43.0,74.0,31.0
Acmaeodera inopinata,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,176.0,3.78976321220398,0.1041971296072006,45.0,76.0,25.0
Acmaeodera labyrinthica,Unknown,Insecta,0,0.0,13,2.6390573296152584,6,11,88.3076923076923,7.247124571066636,0.1564087988092349,42.38461538461539,73.92307692307692,28.923076923076923
Acmaeodera perlanosa,Unknown,Insecta,0,0.0,2,1.0986122886681098,1,2,177.0,3.2850258350372314,0.11697340756654735,45.0,76.0,25.0
Acmaeodera prorsa,Unknown,Insecta,1,1.0,2,1.0986122886681098,2,2,132.5,5.291688561439514,0.1562244445085525,45.0,74.0,26.0
Acmaeodera retifera,Unknown,Insecta,0,0.0,9,2.302585092994046,4,9,130.11111111111111,5.031348811255561,0.1523160868220859,42.666666666666664,74.55555555555556,28.333333333333332
Acmaeodera rubrocuprea,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,87.0,7.803088665008545,0.1552423536777496,45.0,72.0,27.0
Acmaeodera vernalis,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,176.0,2.9906563758850098,0.1235500574111938,45.0,76.0,25.0
Acmaeoderini,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,225.0,19.9472770690918,0.1426768600940704,44.0,73.0,29.0
Acmispon,deervetch,Plantae,0,0.0,60,4.110873864173311,55,55,142.91666666666666,8.3812914788723,0.14221121519803995,45.05,70.75,26.016666666666666
Acmispon americanus,Spanish clover,Plantae,1,2.0,69,4.248495242049359,38,59,105.26086956521739,8.461072001768196,0.1535272045411925,46.26086956521739,71.08695652173913,24.956521739130434
Acmispon americanus americanus,Spanish clover,Plantae,0,0.0,10,2.3978952727983707,8,9,91.2,7.108186876773834,0.15705293565988537,43.3,71.8,26.8
Acmispon argophyllus,silver bird's-foot trefoil,Plantae,0,0.0,1,0.6931471805599453,1,1,195.0,19.197059631347656,0.141148954629898,45.0,75.0,29.0
Acmispon glaber,deerweed,Plantae,1,51.0,601,6.400257445308821,316,370,158.8369384359401,8.649621674502749,0.1398075377032433,44.938435940099836,70.67554076539102,25.87188019966722
Acmispon glaber brevialatus,short-winged deerweed,Plantae,0,0.0,71,4.276666119016055,47,65,148.35211267605635,8.888588901976464,0.14783361491183156,47.53521126760563,71.30985915492958,25.760563380281692
Acmispon glaber glaber,Coastal Deerweed,Plantae,1,11.0,131,4.882801922586371,72,107,183.24427480916032,8.50213494510141,0.13804153040165207,44.05343511450382,72.42748091603053,27.3206106870229
Acmispon heermannii,Heermann's Lotus,Plantae,0,0.0,14,2.70805020110221,13,14,96.78571428571429,4.2073793070656915,0.15325735615832461,42.642857142857146,73.42857142857143,27.285714285714285
Acmispon heermannii heermannii,Heermann's lotus,Plantae,0,0.0,9,2.302585092994046,7,7,73.0,3.8244596587287054,0.1586287895010577,47.666666666666664,72.33333333333333,24.666666666666668
Acmispon junceus,Rush Broom,Plantae,0,0.0,1,0.6931471805599453,1,1,172.0,0.9274099469184875,0.1119143441319465,44.0,77.0,29.0
Acmispon maritimus,coastal bird's-foot trefoil,Plantae,0,0.0,9,2.302585092994046,4,8,175.0,10.489661640591091,0.13341406236092246,44.22222222222222,74.88888888888889,27.88888888888889
Acmispon maritimus maritimus,Coastal bird's-foot trefoil,Plantae,0,0.0,3,1.3862943611198906,3,3,138.0,8.205387790997824,0.12147473047176989,42.333333333333336,74.33333333333333,27.333333333333332
Acmispon micranthus,San Diego bird's-foot trefoil,Plantae,0,0.0,55,4.02535169073515,35,47,151.96363636363637,8.225142659924247,0.13337464833801438,47.43636363636364,71.34545454545454,24.818181818181817
Acmispon strigosus,strigose lotus,Plantae,1,10.0,58,4.07753744390572,34,46,146.20689655172413,9.041129007421691,0.1338514788397427,45.793103448275865,71.39655172413794,26.396551724137932
Acontia cretata,Chalky Bird Dropping Moth,Insecta,0,0.0,2,1.0986122886681098,2,2,177.0,15.082715511322021,0.1598171442747116,42.5,76.0,29.0
Acourtia microcephala,Sacapellote,Plantae,0,0.0,72,4.290459441148391,41,65,152.41666666666666,9.25706829627355,0.15369029984705973,46.68055555555556,70.77777777777777,26.61111111111111
Acreophthiria,Unknown,Insecta,0,0.0,19,2.995732273553991,5,17,151.3684210526316,8.129487078440818,0.13545140741687067,45.421052631578945,73.6842105263158,26.526315789473685
Acrididae,Short-horned Grasshoppers,Insecta,1,1.0,17,2.8903717578961645,13,17,132.7058823529412,9.01337724573472,0.1356551200151443,44.11764705882353,72.52941176470588,27.294117647058822
Acrididea,Grasshoppers,Insecta,1,1.0,6,1.9459101490553132,4,6,228.33333333333334,8.065400123596191,0.12557102491458252,43.5,73.16666666666667,28.166666666666668
Acridoidea,Short-horned Grasshoppers and Locusts,Insecta,0,0.0,2,1.0986122886681098,2,2,186.0,8.828861236572266,0.15138950943946836,43.5,72.5,29.5
Acrobasis,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,103.0,6.448049545288086,0.1018479615449905,43.0,74.0,31.0
Acrobasis tricolorella,Tricolored Acrobasis Moth,Insecta,0,0.0,4,1.6094379124341003,2,3,202.75,6.146379351615906,0.11761514097452158,45.75,75.0,29.75
Acrocercops,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,56.0,3.434434175491333,0.1820220053195953,53.0,71.0,24.0
Acrolophinae,Burrowing Webworm Moths,Insecta,0,0.0,11,2.4849066497880004,3,11,138.1818181818182,6.253114824945277,0.09490089863538738,43.27272727272727,75.18181818181819,29.09090909090909
Acrolophus,Grass Tubeworm Moths,Insecta,0,0.0,27,3.332204510175204,11,23,128.59259259259258,5.60835192821644,0.12792523591606703,45.7037037037037,73.77777777777777,26.40740740740741
Acrolophus cockerelli,Unknown,Insecta,0,0.0,4,1.6094379124341003,3,2,160.25,5.0898590087890625,0.1127343717962503,44.75,73.25,25.75
Acrolophus griseus,Unknown,Insecta,0,0.0,3,1.3862943611198906,2,1,99.33333333333333,4.564972082773845,0.10943214595317836,44.666666666666664,73.66666666666667,25.0
Acrolophus kearfotti,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,94.0,1.441510796546936,0.142529159784317,40.0,74.0,27.0
Acrolophus laticapitana,Unknown,Insecta,0,0.0,2,1.0986122886681098,2,2,160.0,9.894325256347656,0.1472042948007583,45.0,72.5,26.5
Acrolophus occidens,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,155.0,6.556796073913574,0.0781175419688224,44.0,76.0,29.0
Acrolophus pyramellus,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,93.0,3.864840030670166,0.1009743586182594,40.0,74.0,27.0
Acrolophus quadrellus,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,93.0,3.864840030670166,0.1009743586182594,40.0,74.0,27.0
Acronicta noctivaga,Night-wandering and Hopeful Daggers and Allies,Insecta,0,0.0,1,0.6931471805599453,1,1,346.0,3.434642791748047,0.1393968909978866,57.0,67.0,20.0
Acronicta othello,Unknown,Insecta,0,0.0,3,1.3862943611198906,2,3,130.33333333333334,9.69918958346049,0.1333091706037521,41.666666666666664,74.0,28.333333333333332
Acrosticta,Unknown,Insecta,0,0.0,3,1.3862943611198906,3,3,120.0,9.952701727549234,0.13583158950010932,41.666666666666664,73.66666666666667,29.333333333333332
Actinopterygii,Ray-finned Fishes,Actinopterygii,0,0.0,18,2.9444389791664403,17,18,107.05555555555556,4.563374883598751,0.15610925920514596,41.44444444444444,68.38888888888889,26.166666666666668
Actitis macularius,Spotted Sandpiper,Aves,0,0.0,53,3.9889840465642745,22,45,158.35849056603774,3.5141979478440195,0.0864560303524277,33.35849056603774,56.15094339622642,22.830188679245282
Aculeata,"Ants, Bees, and Stinging Wasps",Insecta,0,0.0,11,2.4849066497880004,10,11,123.27272727272727,6.493879887190732,0.14601946283470496,46.81818181818182,71.18181818181819,25.181818181818183
Aculops,Unknown,Arachnida,0,0.0,2,1.0986122886681098,2,2,87.0,7.2493486404418945,0.1560375243425369,45.0,72.0,27.0
Aculops aenigma,Unknown,Arachnida,0,0.0,1,0.6931471805599453,1,1,89.0,4.627367496490479,0.199166253209114,40.0,74.0,27.0
Aculops rhois,Poison Ivy Leaf Mite,Arachnida,0,0.0,10,2.3978952727983707,9,10,81.0,7.559437656402588,0.17065596953034395,46.8,70.8,25.4
Aculus laevigatae,Western Red Willow Mite,Arachnida,0,0.0,1,0.6931471805599453,1,1,86.0,5.65494441986084,0.1875555515289306,42.0,70.0,26.0
Aculus tetanothrix,Willow Bead Gall Mite,Arachnida,0,0.0,13,2.6390573296152584,9,13,88.84615384615384,4.8155837792616625,0.17108753724740097,44.69230769230769,71.0,25.53846153846154
Acusana,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,184.0,4.95940637588501,0.2273882031440735,45.0,76.0,28.0
Acyrthosiphon,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,170.0,3.7885143756866455,0.1891883313655853,43.0,74.0,31.0
Adela flammeusella,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,189.0,7.694851398468018,0.1358030438423156,52.0,71.0,25.0
Adelinae,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,127.0,15.09343433380127,0.1175942718982696,41.0,74.0,28.0
Adelpha californica,California Sister,Insecta,0,0.0,12,2.5649493574615367,11,12,91.08333333333333,7.992770458261172,0.1792710795998573,46.833333333333336,70.91666666666667,25.166666666666668
Adelphagrotis indeterminata,Unknown,Insecta,0,0.0,2,1.0986122886681098,2,2,92.0,13.723869442939758,0.1221271194517612,45.5,68.5,25.0
Adenostoma,Unknown,Plantae,0,0.0,1,0.6931471805599453,1,1,137.0,7.145947456359863,0.1305581778287887,50.0,71.0,22.0
Adenostoma fasciculatum,chamise,Plantae,1,52.0,423,6.049733455231958,247,308,219.2836879432624,10.735876483133781,0.13923754860112003,48.973995271867615,70.84160756501183,24.8628841607565
Adenostoma fasciculatum fasciculatum,Common chamise,Plantae,0,0.0,2,1.0986122886681098,1,2,229.0,14.727345943450928,0.1442950740456581,45.0,73.0,29.0
Adiantum jordanii,California Maidenhair Fern,Plantae,0,0.0,31,3.4657359027997265,28,29,149.41935483870967,10.618733959813271,0.1585306491582624,45.12903225806452,71.2258064516129,26.64516129032258
Aechmophorus,Western and Clark's Grebes,Aves,0,0.0,7,2.0794415416798357,5,5,162.14285714285714,1.840630258832659,0.06141237502119369,11.857142857142858,21.142857142857142,8.571428571428571
Aechmophorus clarkii,Clark's Grebe,Aves,0,0.0,59,4.0943445622221,21,47,162.79661016949152,1.2104904560719507,0.06544483717140283,11.830508474576272,19.593220338983052,7.627118644067797
Aechmophorus occidentalis,Western Grebe,Aves,0,0.0,117,4.770684624465665,46,89,163.98290598290598,2.163920203844706,0.0697395330621825,17.384615384615383,29.17094017094017,11.487179487179487
Aechmophorus occidentalis × clarkii,Western × Clark's Grebe,Aves,0,0.0,4,1.6094379124341003,1,2,163.25,0.7393583953380586,0.06400997278979047,10.25,18.75,8.0
Aedes aegypti,Yellow Fever Mosquito,Insecta,0,0.0,2,1.0986122886681098,2,2,158.0,4.811667442321777,0.1136575564742088,44.0,76.0,30.5
Aedes sierrensis,Western Treehole Mosquito,Insecta,0,0.0,1,0.6931471805599453,1,1,59.0,7.895149230957031,0.2004687190055847,54.0,70.0,22.0
Aeolothripidae,Banded Thrips,Insecta,0,0.0,1,0.6931471805599453,1,1,84.0,2.881267547607422,0.133511945605278,40.0,72.0,30.0
Aeolothrips,Unknown,Insecta,0,0.0,6,1.9459101490553132,5,6,156.83333333333334,9.104456663131714,0.12347696597377457,45.0,74.0,27.5
Aeolothrips collaris,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,185.0,13.289300918579102,0.1493109166622162,46.0,72.0,29.0
Aeronautes saxatalis,White-throated Swift,Aves,0,0.0,80,4.394449154672439,26,65,156.95,6.664400280267,0.13667172044515605,44.3125,71.725,27.025
Aerophilus,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,123.0,17.377628326416016,0.1571869850158691,42.0,71.0,29.0
Aeshnidae,Darners,Insecta,0,0.0,1,0.6931471805599453,1,1,89.0,7.803103923797607,0.1753535866737365,42.0,70.0,26.0
Aethaloida packardaria,Unknown,Insecta,0,0.0,3,1.3862943611198906,3,3,157.33333333333334,6.00248654683431,0.10950605074564611,44.0,74.66666666666667,30.0
Agabini,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,227.0,12.49661636352539,0.1847689896821975,55.0,70.0,23.0
Agabus disintegratus,Disintegrated Diving Beetle,Insecta,0,0.0,1,0.6931471805599453,1,1,195.0,14.59559440612793,0.1611807346343994,42.0,74.0,29.0
Agalliina,Unknown,Insecta,0,0.0,3,1.3862943611198906,3,3,219.66666666666666,11.264515240987143,0.15064934392770127,46.666666666666664,72.66666666666667,26.333333333333332
Agalliopsis,Unknown,Insecta,0,0.0,1,0.6931471805599453,1,1,155.0,6.556796073913574,0.0781175419688224,44.0,76.0,29.0
Agapostemon,Unknown,Insecta,0,0.0,22,3.1354942159291497,15,22,131.04545454545453,8.169143931432204,0.14242950708351348,44.36363636363637,72.72727272727273,26.318181818181817
Agapostemon subtilior,Fine striped sweat bee,Insecta,1,2.0,109,4.700480365792417,25,94,151.91743119266056,7.469690626914348,0.13473201488409564,44.20183486238532,73.35779816513761,26.81651376146789
Agaricaceae,Field Mushrooms and Allies,Fungi,0,0.0,7,2.0794415416798357,6,7,132.71428571428572,4.4463637215750555,0.1429467956934656,43.57142857142857,74.28571428571429,28.571428571428573
Agaricales,Common Gilled Mushrooms and Allies,Fungi,1,1.0,87,4.477336814478207,58,68,141.66666666666666,9.589834913440134,0.1606796728982322,47.333333333333336,71.51724137931035,25.298850574712645
Agaricineae,Unknown,Fungi,0,0.0,18,2.9444389791664403,16,18,152.55555555555554,5.863474862443076,0.14217510943611458,45.94444444444444,72.66666666666667,26.77777777777778
Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,0,0.0,74,4.31748811353631,60,68,130.44594594594594,7.019525788925789,0.165617844442258,45.13513513513514,72.48648648648648,26.83783783783784
Agaricomycetidae,Unknown,Fungi,1,2.0,4,1.6094379124341003,4,4,245.25,24.480435609817505,0.15099544450640678,51.75,69.5,22.5
Agaricomycotina,Higher Basidiomycetes,Fungi,0,0.0,3,1.3862943611198906,3,3,88.33333333333333,5.8857847054799395,0.16178229451179502,42.333333333333336,72.33333333333333,28.0
Agaricus,field and button mushrooms,Fungi,0,0.0,46,3.8501476017100584,29,40,143.47826086956522,8.230520823727483,0.15113814839202422,45.08695652173913,72.52173913043478,26.347826086956523
Agaricus bernardii,Salt-loving Agaricus,Fungi,0,0.0,2,1.0986122886681098,2,2,94.0,4.565086841583252,0.1643473878502845,40.0,72.5,28.5
Agaricus bitorquis,Pavement Mushroom,Fungi,0,0.0,3,1.3862943611198906,3,3,100.33333333333333,2.6872289578119912,0.16806704799334207,45.333333333333336,73.66666666666667,26.333333333333332
Agaricus californicus,California Agaricus,Fungi,0,0.0,13,2.6390573296152584,10,12,112.38461538461539,6.312589961748857,0.18090611524306807,45.61538461538461,72.76923076923077,27.384615384615383
Agaricus campestris,Meadow Mushroom,Fungi,0,0.0,8,2.1972245773362196,7,8,138.75,7.293977648019791,0.16233564540743822,43.125,72.875,28.375
Agaricus deserticola,Gasteroid Agaricus,Fungi,0,0.0,21,3.091042453358316,14,20,150.71428571428572,7.097232750483921,0.1399630535216558,43.95238095238095,73.0952380952381,27.61904761904762
Agaricus subrutilescens,Wine-colored Agaricus,Fungi,0,0.0,1,0.6931471805599453,1,1,85.0,7.789595603942871,0.1623749583959579,45.0,72.0,27.0
