id,uuid,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,quality_grade,license,place_guess,latitude,longitude,positional_accuracy,scientific_name,common_name,iconic_taxon_name,taxon_id
310267762,1a3bf50e-9efa-47c0-91e4-6e7c8750bcfd,2024-03-27,2024-03-27 23:19:53+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.8715333333,-117.2533866667,2.0,Acanthinucella,,Mollusca,129945.0
213543314,7489be3e-bbfb-436d-9d44-8c28cf6f719b,2024-03-27,2024-03-27 23:41:35+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.87167,-117.25322,4.0,Acanthinucella,,Mollusca,129945.0
213500520,7daca0fe-39a3-4640-bfc1-887eb6b0afa6,2024-03-27,2024-03-28 00:06:28+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.87165,-117.2531966667,19.0,Acanthinucella,,Mollusca,129945.0
255160058,c00539c6-3165-4b83-9745-5fbf9384943a,2024-11-14,2024-11-14 21:01:36+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.87082,-117.2543033333,200.0,Acanthinucella,,Mollusca,129945.0
255159340,a6ede388-a906-483c-9876-d6d9aed0e41c,2024-11-14,2024-11-14 21:08:41+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.8712083333,-117.2534716667,9.0,Acanthinucella,,Mollusca,129945.0
256339007,1d9cf4b4-b861-4d55-822f-88f717f36add,2024-12-26,2024-12-26 22:01:21+00:00,Pacific Time (US & Canada),6577741,ljv2023,Laura,needs_id,CC-BY-NC,"North Pacific Ocean, San Diego, CA, US",32.8712716667,-117.25325,12.0,Acanthinucella,,Mollusca,129945.0
256347633,04803d6e-562c-4f4c-8453-1c78817022d2,2024-12-26,2024-12-26 22:07:22+00:00,Pacific Time (US & Canada),6577741,ljv2023,Laura,needs_id,CC-BY-NC,"North Pacific Ocean, CA, US",32.8716366667,-117.2534416667,35.0,Acanthinucella,,Mollusca,129945.0
263577242,d465db9e-0584-47dc-afd7-526efb3b1e8b,2025-03-01,2025-03-01 23:28:49+00:00,Pacific Time (US & Canada),5823935,smartmeat,,needs_id,CC-BY-NC,"North Pacific Ocean, CA, US",32.8716358542,-117.2535024149,114.0,Acanthinucella,,Mollusca,129945.0
159245519,0be8cb8d-0fec-477a-975c-c604721f159f,2023-02-17,2023-02-17 20:18:00+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.8713416667,-117.2535166667,4.0,Acanthinucella punctulata,Spotted Unicorn,Mollusca,346014.0
159331142,148207d2-a25b-4c9c-bde7-d282f1d2dd22,2023-02-17,2023-02-17 23:13:16+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.8717083333,-117.25318,4.0,Acanthinucella punctulata,Spotted Unicorn,Mollusca,346014.0
255744218,e291a817-4b92-483d-9b28-26a5b8c093f3,2024-03-27,2024-03-27 23:30:56+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,research,,"La Jolla, CA, US",32.8715333333,-117.2532116667,19.0,Acanthinucella punctulata,Spotted Unicorn,Mollusca,346014.0
335745103,cf2349bc-6390-49e8-901e-669419d0f984,2026-01-13,2026-01-13 22:16:00+00:00,Pacific Time (US & Canada),2493396,sus_scrofa,W Rao,needs_id,CC-BY,"San Diego County, CA, USA",32.8717744259,-117.2532410612,8.0,Acanthinucella punctulata,Spotted Unicorn,Mollusca,346014.0
5179741,caeaaf74-9dec-470c-9d73-88161d5db85d,2017-02-25,2017-02-25 23:14:00+00:00,Pacific Time (US & Canada),317669,alex_bairstow,Alex Bairstow,research,CC-BY-NC,"San Diego County, CA, USA",32.87174343,-117.2532820702,8.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
21515071,1b3818c2-eb7d-4896-b3b8-17bbaffc0124,2019-03-20,2019-03-20 21:41:53+00:00,Pacific Time (US & Canada),1458124,kaitlinmgasper,,research,CC-BY-NC,"Pacific Ocean, , CA, US",32.8711866667,-117.2532116667,10.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
24613100,1d00a37c-811c-41eb-b71f-a20b8671306e,2019-04-28,2019-04-28 20:09:00+00:00,Pacific Time (US & Canada),115802,cfhollo,,needs_id,CC-BY-NC,"La Jolla Shores, San Diego County, US-CA, US",32.8706335455,-117.2536253506,31.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
39687590,7799053c-f8be-44f1-94de-938a62e915e2,2020-03-07,2020-03-07 23:37:00+00:00,Pacific Time (US & Canada),740856,dcmetz,Dan Metz,research,CC-BY-NC,"San Diego County, CA, USA",32.871477586,-117.2535342374,100.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
39714405,73d6c399-333b-451c-9981-b447e73261c5,2020-03-07,2020-03-08 00:20:00+00:00,Pacific Time (US & Canada),740856,dcmetz,Dan Metz,needs_id,CC-BY-NC,"San Diego County, CA, USA",32.871477586,-117.2535342374,100.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
111564279,4a5d5820-fe7f-43fc-9402-7b949e6ce640,2022-04-13,2022-04-13 20:32:51+00:00,Pacific Time (US & Canada),5465003,j0anna3,,needs_id,CC-BY-NC,"La Jolla Shores, San Diego, CA 92037, USA",32.8707199722,-117.253341,,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
119758674,47a56264-02a6-439c-bfb9-677fdab13193,2022-04-20,2022-04-20 15:53:31+00:00,Pacific Time (US & Canada),5743768,wliu99,,needs_id,CC-BY-NC,"North Pacific Ocean, CA, US",32.8720166667,-117.2528,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
166324735,b844fbfe-491d-4714-ab43-4ee7f978ba5f,2022-05-20,2022-05-20 17:08:09+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,research,,"North Pacific Ocean, CA, US",32.87183,-117.2530966667,37.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
160828539,002ac160-8508-4f8d-8769-89543e5cec69,2022-07-15,2022-07-15 14:38:25+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.8712583333,-117.2534466667,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
133014196,b7108b8d-bc65-4698-b718-a809d4f2d602,2022-08-13,2022-08-13 11:24:00+00:00,Pacific Time (US & Canada),6971,silversea_starsong,James Bailey,research,CC-BY-NC,"San Diego, California, United States",32.8712366667,-117.2537566667,,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
145899725,a59ec513-3557-4f5c-b2a4-62da92eecc88,2023-01-04,2023-01-04 21:58:01+00:00,Pacific Time (US & Canada),244759,plocamium,,research,CC-BY-NC,"La Jolla, San Diego, CA, US",32.8713583333,-117.253205,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
146097092,3b066aa3-a97b-4cb0-9e68-2d9ef3319ab4,2023-01-07,2023-01-08 00:11:46+00:00,Pacific Time (US & Canada),1422818,kuyeda,Kellie Uyeda,needs_id,CC-BY-NC,"San Diego County, CA, USA",32.8711916667,-117.2533722222,,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
146863295,2fadaae6-d052-48a8-ac2e-b2e995b29ae4,2023-01-18,2023-01-18 21:18:26+00:00,Pacific Time (US & Canada),6426450,rleighgam,,research,CC-BY-NC,"North Pacific Ocean, CA, US",32.87075,-117.2534333333,5.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
146863317,ad14d091-9fc2-4b34-9a01-4b370cb2998f,2023-01-18,2023-01-18 21:33:02+00:00,Pacific Time (US & Canada),6426889,annarcustodio,,research,CC-BY-NC,"North Pacific Ocean, CA, US",32.87112,-117.25338,8.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
147079585,0ede7005-4594-4e41-ae11-2db06c2d7dc3,2023-01-21,2023-01-21 23:39:00+00:00,Pacific Time (US & Canada),364244,eridanlover,,needs_id,CC-BY-NC,"North Pacific Ocean, CA, US",32.872075,-117.2531666667,5.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
198703850,e9ad1851-43ad-4d00-951a-70702003c052,2024-02-07,2024-02-07 22:12:35+00:00,Pacific Time (US & Canada),1422818,kuyeda,Kellie Uyeda,needs_id,CC-BY-NC,"San Diego, CA, USA",32.8710583084,-117.2533581778,5.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
228540006,e7d17155-d722-4fab-9369-90b5a1c50cba,2024-02-07,2024-02-07 22:31:00+00:00,Pacific Time (US & Canada),3112727,nats_dewet,,research,CC-BY-NC,"San Diego County, CA, USA",32.8704833333,-117.2534861111,5.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
201626504,865430ad-2bb6-4335-95fd-e9b0da1b1072,2024-03-07,2024-03-07 23:13:15+00:00,Pacific Time (US & Canada),746964,ifreedman,,research,CC-BY-NC,"San Diego, CA, USA",32.8709916667,-117.2533111111,,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
214446382,4c7e592d-a282-49c9-982a-8087cdc12434,2024-03-27,2024-03-27 23:20:26+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.8715283333,-117.2533866667,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
335039413,4e843c4b-33a7-4c31-b52c-f8e17688ec16,2024-04-06,2024-04-06 21:56:43+00:00,Pacific Time (US & Canada),1816856,nzfleisher,Noah Fleisher,needs_id,CC-BY-NC,"La Jolla Shores Dr & Shellback Way, San Diego, CA 92037, USA",32.8712328981,-117.2535640374,5.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
219813389,48103054-1422-46d5-882c-168bdb3831b9,2024-06-01,2024-06-01 19:09:43+00:00,Pacific Time (US & Canada),3167975,mikazilla,,needs_id,CC-BY,"San Diego, CA, USA",32.8707305556,-117.2533444444,,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
220563746,3d04944f-8943-4ea8-90e3-54fed9ff3e7e,2024-06-04,2024-06-04 22:13:23+00:00,Pacific Time (US & Canada),1161081,roseauston,,research,,San Diego,32.8712768555,-117.2532577515,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
257028582,decb4bcb-5c3e-4430-85b8-ce530f462908,2024-12-30,2024-12-30 23:30:37+00:00,Pacific Time (US & Canada),6577741,ljv2023,Laura,research,CC-BY-NC,"North Pacific Ocean, CA, US",32.8709416667,-117.2535633333,31.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
257092520,82dd6cda-1407-4733-b22a-ccbf6b58fb93,2025-01-01,2025-01-01 23:52:11+00:00,Pacific Time (US & Canada),2442028,olivia_v,Olivia VanDamme,research,CC-BY-NC,"North Pacific Ocean, CA, US",32.8717033333,-117.25357,10.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
259986053,66651bc3-a5a4-4d3e-adbc-34697ae943cb,2025-01-28,2025-01-28 22:02:21+00:00,Pacific Time (US & Canada),7568891,ellacdavis,,research,,"North Pacific Ocean, CA, US",32.871055,-117.2535633333,2.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
266849192,d30d9527-e17b-497a-b9a3-93f4cddf7207,2025-03-23,2025-03-23 18:50:31+00:00,Pacific Time (US & Canada),5820366,tidepooltales,Lisa Biasillo,research,CC-BY,"North Pacific Ocean, CA, US",32.8710333333,-117.25335,3.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
305172917,2a6d21ae-f412-453c-9812-2d1f8d148126,2025-08-08,2025-08-08 15:34:19+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"La Jolla, San Diego, CA, US",32.8712833333,-117.2531966667,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
305676055,ec715773-b217-483b-9845-bdc1affb9938,2025-08-08,2025-08-08 15:52:32+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"Biological Grade, San Diego, CA, US",32.8706033333,-117.2531883333,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
305171613,6b437834-fc9d-4129-9825-419a0ef93a7b,2025-08-08,2025-08-08 16:03:19+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,research,,"Biological Grade, San Diego, CA, US",32.8704116667,-117.2532416667,4.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
330997507,597a9de3-ebea-4d8e-a7b0-e3e5e0ca3a2d,2025-12-05,2025-12-05 22:49:53+00:00,Pacific Time (US & Canada),9485302,anyabaphna,,research,CC-BY-NC,"San Diego County, US-CA, US",32.8712764755,-117.2536628601,3.0,Acanthinucella spirata,Angular Unicorn,Mollusca,129931.0
149099309,2afb7b19-7d05-4b5b-bea8-2d96326d3418,2023-02-16,2023-02-16 21:48:00+00:00,Pacific Time (US & Canada),522203,u_phantasticus,,research,CC-BY-NC,"San Diego County, CA, USA",32.869658901,-117.2540498001,87.0,Acanthochitona avicula,,Mollusca,255540.0
301961235,b86ad0a6-a3f9-404e-9ee9-c5d803a3abc2,2025-04-06,2025-04-06 15:46:00+00:00,Pacific Time (US & Canada),6112702,cliffdives,Clifford Simon,research,CC-BY-NC,"San Diego County, CA, USA",32.8706155396,-117.2572672246,31.0,Acanthodoris hudsoni,Hudson's Horned Dorid,Mollusca,48447.0
301961242,0efd9fda-f04b-4b1c-8d3e-026d0e43fb7f,2025-04-06,2025-04-06 15:38:00+00:00,Pacific Time (US & Canada),6112702,cliffdives,Clifford Simon,research,CC-BY-NC,"San Diego County, CA, USA",32.8706155396,-117.2572672246,31.0,Acanthodoris lutea,Sandalwood Dorid,Mollusca,47472.0
194187762,da4a1221-a097-4cf0-b089-035af566eb8e,2023-12-16,2023-12-17 03:09:00+00:00,Pacific Time (US & Canada),425713,trevvan,Trevor Van Loon,research,CC-BY,"San Diego County, CA, USA",32.871725,-117.2534388889,,Acanthodoris rhodoceras,Black and White Dorid,Mollusca,47482.0
63316460,07c2c7be-b539-4952-aa33-fa87f87ec1c3,2020-10-22,2020-10-23 05:16:41+00:00,Pacific Time (US & Canada),347600,rachall,Rachel Allingham,needs_id,CC-BY,"North Pacific Ocean, CA, US",32.87149667,-117.25329667,24.0,Acanthomorpha,Spiny-rayed fishes,Actinopterygii,1632273.0
112121162,33beee69-ff83-45bf-9022-6e1a65339dfb,2022-04-19,2022-04-19 14:58:24+00:00,Pacific Time (US & Canada),255175,samantha38,Samantha Killfoil,needs_id,,"North Pacific Ocean, CA, US",32.8714166667,-117.2535083333,4.0,Acanthomorpha,Spiny-rayed fishes,Actinopterygii,1632273.0
180195142,b6e49d64-0012-4a48-b461-3f081ad5e45d,2023-08-22,2023-08-22 18:00:00+00:00,Pacific Time (US & Canada),4426566,walkabata,Alexis,needs_id,CC-BY-NC,"San Diego County, CA, USA",32.8699986303,-117.254055154,4.0,Acanthomorpha,Spiny-rayed fishes,Actinopterygii,1632273.0
68022154,0e89433c-941b-4923-ab7d-10c2a4e5d488,2006-01-01,2006-01-01 22:00:00+00:00,Pacific Time (US & Canada),1422818,kuyeda,Kellie Uyeda,needs_id,CC-BY-NC,"San Diego County, CA, USA",32.8712448975,-117.2535844069,73.0,Acari,Mites and Ticks,Arachnida,52788.0
133014206,6bf76e79-1e8a-4770-ad49-d1d416f3c125,2022-08-13,2022-08-13 11:29:00+00:00,Pacific Time (US & Canada),6971,silversea_starsong,James Bailey,needs_id,CC-BY-NC,"La Jolla Shores, San Diego, California, United States",32.871065,-117.2532166667,,Acari,Mites and Ticks,Arachnida,52788.0
264481823,3aba34e8-dfc3-4515-b838-d106a78f4b84,2025-03-07,2025-03-08 07:19:57+00:00,Pacific Time (US & Canada),3924291,tongks22,Tony Tong,research,CC-BY,"North Pacific Ocean, CA, US",32.8764682985,-117.2526034217,75.0,Acartia,,Animalia,195081.0
8421673,bbc1c284-f792-4681-8ec9-ecaba3e4c159,2017-10-14,2017-10-14 17:00:41+00:00,Pacific Time (US & Canada),27743,jaykeller,Jay L. Keller,research,,"Scripps Coastal Reserve, La Jolla, CA",32.875619,-117.248225,,Accipiter striatus,Sharp-shinned Hawk,Aves,5097.0
273384759,4f621e06-a699-44ec-90fc-33275bf356d4,2025-04-25,2025-04-25 15:33:24+00:00,Pacific Time (US & Canada),7469155,seanified,,needs_id,CC-BY-NC,"Scripps Coastal Reserve, San Diego, CA, US",32.8767923092,-117.2488882379,9.0,Accipitridae,"Hawks, Eagles, and Kites",Aves,5067.0
5583533,1e4e65a2-224d-47c5-912a-fc318a6262a9,2017-04-05,2017-04-05 19:55:11+00:00,Pacific Time (US & Canada),441177,aoviedo12,,research,,"8622–8646 Charles F. Kennel Way, , CA, US",32.8663474974,-117.2548307107,5.0,Achelous xantusii,Xantus Swimming Crab,Animalia,1242111.0
38734032,58845285-12e2-4944-b5d5-477335290c7d,2017-09-24,2017-09-25 01:18:00+00:00,Pacific Time (US & Canada),2987,sarah-mae,Sarah-Mae Nelson,research,CC-BY-NC-SA,"Scripps Coastal Reserve, La Jolla, California",32.869261,-117.253738,,Achelous xantusii,Xantus Swimming Crab,Animalia,1242111.0
44617341,ef941bba-b117-4064-9e42-401c40762bb2,2020-05-02,2020-05-02 18:03:06+00:00,Pacific Time (US & Canada),901727,mtu,Melissa,research,,"Pacific Ocean, CA, US",32.867208206,-117.2547208383,51.0,Achelous xantusii,Xantus Swimming Crab,Animalia,1242111.0
193054909,78dac823-f705-43ab-89e9-ca23a2ae1ec0,2023-11-29,2023-11-29 19:34:00+00:00,Pacific Time (US & Canada),746964,ifreedman,,research,CC-BY-NC,"San Diego County, CA, USA",32.8683286071,-117.2604377754,50.0,Achelous xantusii,Xantus Swimming Crab,Animalia,1242111.0
196357423,eae6726c-7e56-4991-bd1a-9c5f73820e20,2024-01-10,2024-01-10 22:28:24+00:00,Pacific Time (US & Canada),7720570,whichtrails,Q,needs_id,,"La Jolla Farms, San Diego, CA 92037, USA",32.8755833333,-117.248175,,Acmispon,deervetch,Plantae,64336.0
9644917,bc66aa1a-53d1-4076-8953-bba6502f2d78,2018-01-27,2018-01-27 19:57:22+00:00,Pacific Time (US & Canada),613315,maisielopez,,research,,"9600–9622 La Jolla Farms Rd, San Diego, CA, US",32.8792833333,-117.2473966667,48.0,Acmispon glaber,deerweed,Plantae,53134.0
11545438,298fe346-219f-4805-86a7-3e8bba445260,2018-04-27,2018-04-27 18:54:23+00:00,Pacific Time (US & Canada),156553,gwenfish,,research,CC-BY-NC,"9601-9603 La Jolla Farms Rd, La Jolla, CA 92037, USA",32.8793525696,-117.2473678589,,Acmispon glaber,deerweed,Plantae,53134.0
110121059,8a365384-1ef2-45ed-af22-64fb9b241113,2022-03-30,2022-03-30 21:35:33+00:00,Pacific Time (US & Canada),5465003,j0anna3,,research,CC-BY-NC,"La Jolla Farms, San Diego, CA 92037, USA",32.8755918954,-117.2482995316,17.0,Acmispon glaber,deerweed,Plantae,53134.0
147080938,29cfefda-bdd0-4def-93ec-aa30a6e367c7,2023-01-21,2023-01-21 22:44:05+00:00,Pacific Time (US & Canada),364244,eridanlover,,research,CC-BY-NC,"Scripps Coastal Reserve, San Diego, CA, US",32.8793,-117.2473616667,4.0,Acmispon glaber,deerweed,Plantae,53134.0
