id,uuid,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,quality_grade,license,place_guess,latitude,longitude,positional_accuracy,scientific_name,common_name,iconic_taxon_name,taxon_id
4926748,bdf9d789-a81c-410b-9d06-47b781e61228,2017-01-10,2017-01-10 22:21:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.566024,-117.132341,8.0,Abronia maritima,red sand-verbena,Plantae,75244.0
5060238,000dee67-2213-4129-a16a-7be8d5f04bff,2017-01-27,2017-01-27 19:20:00+00:00,Pacific Time (US & Canada),173183,serpophaga,Adam J. Searcy,research,CC-BY,"Imperial Beach, CA, USA",32.566125,-117.1324388889,,Abronia maritima,red sand-verbena,Plantae,75244.0
5620267,bfc0957e-c31d-4193-b82b-308da708d2f8,2017-02-26,2017-02-26 19:35:12+00:00,Pacific Time (US & Canada),16576,matthew_salkiewicz,Matthew Salkiewicz,research,CC-BY-NC,"Tijuana Slough National Wildlife Refuge, Imperial Beach, California",32.562584,-117.131703,111.0,Abronia maritima,red sand-verbena,Plantae,75244.0
5202113,e257eac1-eced-4198-bacb-0f19c532ecf0,2017-02-26,2017-02-27 00:41:00+00:00,Pacific Time (US & Canada),10285,finatic,BJ Stacey,research,CC-BY-NC,Imperial Beach--Seacoast Dr,32.5663583333,-117.1323316667,,Abronia maritima,red sand-verbena,Plantae,75244.0
6751153,69504217-ae31-49a5-9ee6-86d783ec6ce8,2017-06-21,2017-06-21 23:15:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5655944444,-117.1323277778,,Abronia maritima,red sand-verbena,Plantae,75244.0
6751421,cc6114ac-caa9-490d-9ac2-a40dce95a43c,2017-06-21,2017-06-21 23:24:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5627944444,-117.1317083333,,Abronia maritima,red sand-verbena,Plantae,75244.0
6751460,451c36a7-9cbb-46aa-bed6-25f37a6b05a2,2017-06-21,2017-06-21 23:59:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5547444444,-117.1285555556,,Abronia maritima,red sand-verbena,Plantae,75244.0
7632206,af459b1a-4257-455d-b577-69333f7083aa,2017-08-23,2017-08-23 23:43:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5526861111,-117.1265527778,,Abronia maritima,red sand-verbena,Plantae,75244.0
8264819,02666ea7-c5bf-4e9b-bf23-4b0129bfe663,2017-09-17,2017-09-17 20:23:00+00:00,Pacific Time (US & Canada),10285,finatic,BJ Stacey,research,CC-BY-NC,Border Field State Park,32.5364316667,-117.1229333333,,Abronia maritima,red sand-verbena,Plantae,75244.0
8524211,c6e00b99-371e-46fa-9b7a-3d291df71db0,2017-10-23,2017-10-23 16:22:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5646722222,-117.1322083333,,Abronia maritima,red sand-verbena,Plantae,75244.0
9685839,473186e8-b006-4970-8add-e3be20ab4d82,2018-01-30,2018-01-30 23:57:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5605,-117.1312361111,,Abronia maritima,red sand-verbena,Plantae,75244.0
9954415,f30ecdb3-4d3f-431c-92f4-aa890db8548d,2018-02-21,2018-02-21 22:11:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5648055556,-117.1322277778,,Abronia maritima,red sand-verbena,Plantae,75244.0
9954602,e6cef6a7-f999-415b-b922-2e5d5f54171f,2018-02-21,2018-02-21 22:21:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5635277778,-117.1319611111,,Abronia maritima,red sand-verbena,Plantae,75244.0
9954598,87e5dd81-ee88-4c7e-ba03-6b564cf03450,2018-02-21,2018-02-21 22:36:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5597222222,-117.1309694444,,Abronia maritima,red sand-verbena,Plantae,75244.0
9954693,44c13feb-0b6b-4310-b894-93580453ba5a,2018-02-21,2018-02-21 22:47:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5563333333,-117.1293583333,,Abronia maritima,red sand-verbena,Plantae,75244.0
10076611,7e2e67f1-d4ff-4e92-a12a-c2ff59ef15f8,2018-03-03,2018-03-03 18:50:48+00:00,Pacific Time (US & Canada),690493,brendam,Brenda M. Bennett,research,CC-BY-NC,"Monument Rd, San Diego, CA 92154, USA",32.5434989929,-117.1240234375,,Abronia maritima,red sand-verbena,Plantae,75244.0
10073244,6ae5cc66-b424-4270-9f07-de5e3744e774,2018-03-03,2018-03-03 21:28:23+00:00,Pacific Time (US & Canada),47360,coastalsage,,research,CC-BY-NC,"Border Field State Park, Imperial Beach, CA, US",32.5355504203,-117.1234260808,8.0,Abronia maritima,red sand-verbena,Plantae,75244.0
10090140,1920b715-a0ab-4de7-b00c-2992e266a300,2018-03-04,2018-03-04 21:30:59+00:00,Pacific Time (US & Canada),34977,steph_taylor,Stephanie Taylor,research,CC0,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA, US",32.5664475281,-117.1321704426,5.0,Abronia maritima,red sand-verbena,Plantae,75244.0
10145670,7079fd00-7135-480c-9b36-93522dac3f9e,2018-03-08,2018-03-08 18:35:00+00:00,Pacific Time (US & Canada),159364,milliebasden,Millie Basden,research,CC-BY,"Imperial Beach, CA, USA",32.5654567352,-117.1322393417,8.0,Abronia maritima,red sand-verbena,Plantae,75244.0
10174988,bf5eafa6-e337-4a43-a625-67dd1eb7eec3,2018-03-10,2018-03-10 18:06:40+00:00,Pacific Time (US & Canada),5292,shankarts,,research,CC-BY,"Border Field State Park, San Diego County, US-CA, US",32.5434963266,-117.1242615302,5.0,Abronia maritima,red sand-verbena,Plantae,75244.0
19687757,896003cf-f538-4e9f-bf0a-0d64197405b5,2018-04-10,2018-04-10 18:41:00+00:00,Pacific Time (US & Canada),1422818,kuyeda,Kellie Uyeda,research,CC-BY-NC,"Imperial Beach, CA, USA",32.536575,-117.1230944444,,Abronia maritima,red sand-verbena,Plantae,75244.0
11644713,04b106ca-812e-4c55-8976-08f288cb43a2,2018-04-28,2018-04-28 18:15:21+00:00,Pacific Time (US & Canada),899839,lloydhewitt,Lloyd Hewitt,research,,"Border Field State Park, Imperial Beach, CA, US",32.5434483821,-117.124017533,5.0,Abronia maritima,red sand-verbena,Plantae,75244.0
11770005,c8e1bcc0-66d9-495d-b8ae-5e628abfe05c,2018-04-29,2018-04-29 18:08:24+00:00,Pacific Time (US & Canada),923028,christopherperegrin,,research,CC-BY-NC,"Imperial Beach, CA, USA",32.53583433,-117.12341983,7.0,Abronia maritima,red sand-verbena,Plantae,75244.0
12105686,db74a211-094c-4ed3-8fb5-28e5d691cb12,2018-04-30,2018-04-30 23:10:00+00:00,Pacific Time (US & Canada),10285,finatic,BJ Stacey,research,CC-BY-NC,Imperial Beach - Seacoast Dr,32.56641,-117.1325233333,,Abronia maritima,red sand-verbena,Plantae,75244.0
13747546,52a59769-822d-41f7-afcf-19337aab9066,2018-04-30,2018-04-30 23:16:03+00:00,Pacific Time (US & Canada),16576,matthew_salkiewicz,Matthew Salkiewicz,research,CC-BY-NC,"Imperial Beach, California",32.566021,-117.132259,55.0,Abronia maritima,red sand-verbena,Plantae,75244.0
12117668,da95f187-9981-48fb-83ff-ae1141ccc365,2018-04-30,2018-05-01 01:04:00+00:00,Pacific Time (US & Canada),10285,finatic,BJ Stacey,research,CC-BY-NC,Tijuana River Valley,32.564735,-117.1322366667,,Abronia maritima,red sand-verbena,Plantae,75244.0
12208324,def45fa5-5fac-4b4a-b67c-49d18d2f1b15,2018-05-06,2018-05-06 14:35:00+00:00,Pacific Time (US & Canada),159364,milliebasden,Millie Basden,research,CC-BY,"Imperial Beach, CA, USA",32.5652836351,-117.1322314169,31.0,Abronia maritima,red sand-verbena,Plantae,75244.0
12233061,7e327e3f-0c23-4f67-9325-1ceff12f891c,2018-05-06,2018-05-06 15:35:00+00:00,Pacific Time (US & Canada),802004,docprt,,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5708124633,-117.1320354939,31.0,Abronia maritima,red sand-verbena,Plantae,75244.0
13748113,76420b1f-2de3-4f8d-8996-b8edf230403a,2018-06-24,2018-06-24 15:34:00+00:00,Pacific Time (US & Canada),159364,milliebasden,Millie Basden,research,CC-BY,"Imperial Beach, CA, USA",32.5434437365,-117.1227360167,8.0,Abronia maritima,red sand-verbena,Plantae,75244.0
13751252,34ca10f3-a1d5-4084-afb0-7e73df41ac1b,2018-06-24,2018-06-24 16:36:00+00:00,Pacific Time (US & Canada),802004,docprt,,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5434466511,-117.1237087581,15.0,Abronia maritima,red sand-verbena,Plantae,75244.0
16422892,0cbefeba-839e-4c06-85c4-3359c5155d81,2018-09-11,2018-09-11 17:32:01+00:00,Pacific Time (US & Canada),843568,ebergman,,research,,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA, US",32.5656297179,-117.1323527854,12.0,Abronia maritima,red sand-verbena,Plantae,75244.0
17261740,eaf3b56d-2401-4224-b9d0-8bfd73c3a064,2018-10-06,2018-10-06 17:27:00+00:00,Pacific Time (US & Canada),1204817,mariebagana,,research,CC-BY-NC,"Reserva Natural Nacional Tijuana Slough, Imperial Beach, CA, US",32.565065014,-117.1320282438,58.0,Abronia maritima,red sand-verbena,Plantae,75244.0
17514164,9f5b446b-0a56-41f4-8a84-1692c05aafe9,2018-10-14,2018-10-14 20:06:00+00:00,Pacific Time (US & Canada),724795,jim_carretta,Jim Carretta,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5434898464,-117.1245951175,162.0,Abronia maritima,red sand-verbena,Plantae,75244.0
18345644,4de4b0fc-7c0d-4bfd-ac4c-948ba4f40398,2018-11-11,2018-11-11 21:22:49+00:00,Pacific Time (US & Canada),86100,naturenate,Nathan,research,CC-BY-NC,"Border Field State Park, Imperial Beach, CA, US",32.5434583333,-117.1240778333,5.0,Abronia maritima,red sand-verbena,Plantae,75244.0
18633767,80d0917a-bb17-4daa-a958-d8be2966d499,2018-11-23,2018-11-23 23:20:00+00:00,Pacific Time (US & Canada),10285,finatic,BJ Stacey,research,CC-BY-NC,Seacoast Dr,32.552795,-117.1267516667,,Abronia maritima,red sand-verbena,Plantae,75244.0
19167513,8f1bd72a-add0-40e8-997d-f9b3b6b1255d,2018-12-22,2018-12-23 00:16:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5544166667,-117.1286138889,,Abronia maritima,red sand-verbena,Plantae,75244.0
20893102,f7266a22-fd47-48f4-b9bc-10a00dc3e1d1,2019-03-02,2019-03-02 17:47:31+00:00,Pacific Time (US & Canada),517254,amyhuie,Amy Huie,research,CC-BY,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA, US",32.5674333333,-117.1322138333,12.0,Abronia maritima,red sand-verbena,Plantae,75244.0
20903038,4a9d9ccd-8c8d-4220-b991-22b2e42714da,2019-03-02,2019-03-02 17:59:00+00:00,Pacific Time (US & Canada),1422818,kuyeda,Kellie Uyeda,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5639055556,-117.1320583333,,Abronia maritima,red sand-verbena,Plantae,75244.0
20909361,e61d27e5-7769-4e66-acdf-5860e22f5c1e,2019-03-02,2019-03-02 18:22:10+00:00,Pacific Time (US & Canada),750899,quercus_e,Elizabeth,research,CC0,"Monument Rd, San Diego, CA 92154, USA",32.5435256958,-117.1233444214,,Abronia maritima,red sand-verbena,Plantae,75244.0
20899017,265aba99-1121-4c8e-a456-340cfdd16ea2,2019-03-02,2019-03-02 18:33:13+00:00,Pacific Time (US & Canada),750899,quercus_e,Elizabeth,research,CC0,"Monument Rd, San Diego, CA 92154, USA",32.542263031,-117.1241912842,,Abronia maritima,red sand-verbena,Plantae,75244.0
20913077,de2eadd5-2b5e-45f0-9f59-f1a7e686a79b,2019-03-02,2019-03-02 18:50:00+00:00,Pacific Time (US & Canada),802004,docprt,,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5657266667,-117.132545,,Abronia maritima,red sand-verbena,Plantae,75244.0
21067168,3d5e8549-b0a0-4728-ab00-daf32a779944,2019-03-08,2019-03-08 20:18:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5619222222,-117.1314166667,,Abronia maritima,red sand-verbena,Plantae,75244.0
21648838,9f11379c-c35f-4909-bebf-128a5c7ffa97,2019-03-26,2019-03-26 19:31:22+00:00,Pacific Time (US & Canada),857126,sbyers,,research,,"1481 Louden Ln, Imperial Beach, CA, US",32.5629698765,-117.1314374452,50.0,Abronia maritima,red sand-verbena,Plantae,75244.0
23490646,e3be523a-7b53-4609-8d30-040ee5c45ef3,2019-04-27,2019-04-27 22:18:53+00:00,Pacific Time (US & Canada),622823,leafxeater,Carly Slawson,research,CC-BY,"1690 Seacoast Dr, Imperial Beach, CA, US",32.566155,-117.1324528333,12.0,Abronia maritima,red sand-verbena,Plantae,75244.0
23494365,a91ad062-f8d8-4aec-8126-9530635a3d71,2019-04-27,2019-04-27 22:35:28+00:00,Pacific Time (US & Canada),1080426,briancropper,,research,,"92154, Imperial Beach, CA, US",32.5626004022,-117.1317904071,5.0,Abronia maritima,red sand-verbena,Plantae,75244.0
24451113,5a3f3ece-4346-40cc-b3cf-7a5c2c8672c5,2019-04-28,2019-04-28 22:58:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.563975,-117.132075,,Abronia maritima,red sand-verbena,Plantae,75244.0
26706477,df01cbd4-cb44-4b80-9ce3-49c359986ffa,2019-06-09,2019-06-09 15:15:00+00:00,Pacific Time (US & Canada),802004,docprt,,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5655563906,-117.1322795193,8.0,Abronia maritima,red sand-verbena,Plantae,75244.0
28763850,1b4053a7-10fd-4532-9ec2-ae93cb5ee08a,2019-07-13,2019-07-13 21:47:25+00:00,Pacific Time (US & Canada),688240,empid,Vincent Weber,research,CC-BY-SA,"Border Field State Park, Imperial Beach, CA, US",32.536560637,-117.1229519417,5.0,Abronia maritima,red sand-verbena,Plantae,75244.0
30815672,10443696-5313-4a27-9bcf-d006b83fd209,2019-08-12,2019-08-12 23:09:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5642611111,-117.1321777778,,Abronia maritima,red sand-verbena,Plantae,75244.0
33689677,563d6ae4-4765-48b1-9e50-10f906fe3060,2019-09-30,2019-09-30 23:00:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.553,-117.1266777778,,Abronia maritima,red sand-verbena,Plantae,75244.0
34816246,333c5252-6548-421e-b9e9-bc48d17cfa6d,2019-10-23,2019-10-23 17:19:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.5435194444,-117.1244027778,,Abronia maritima,red sand-verbena,Plantae,75244.0
36147526,5f7dca7a-ed4e-4494-8d39-8dbe428b8ca7,2019-11-27,2019-11-27 23:05:00+00:00,Pacific Time (US & Canada),228955,hikingsandiego,Linda Pardy,research,CC-BY,"Imperial Beach, CA, USA",32.56275,-117.1318555556,,Abronia maritima,red sand-verbena,Plantae,75244.0
88624275,a5ab1355-e70f-4100-845f-d1c458bcc315,2020-03-01,2020-03-01 17:25:00+00:00,UTC,777874,tyficker,,research,,"Imperial Beach, CA, USA",32.5542944444,-117.127975,4.0,Abronia maritima,red sand-verbena,Plantae,75244.0
40671854,25da77eb-2630-4585-b0c3-b16435c6ad20,2020-03-24,2020-03-25 01:14:04+00:00,Pacific Time (US & Canada),1478812,thebolding,,research,CC-BY-NC,"South San Diego, Imperial Beach, CA, US",32.563704424,-117.1320813271,12.0,Abronia maritima,red sand-verbena,Plantae,75244.0
40863098,e4fc1bc4-7418-4d6a-a916-ea1440f9a7d3,2020-03-27,2020-03-27 22:10:26+00:00,Pacific Time (US & Canada),2624633,abkekane,,research,CC-BY-NC,"South San Diego, Imperial Beach, CA, US",32.56531167,-117.132325,4.0,Abronia maritima,red sand-verbena,Plantae,75244.0
44557547,6ed511d1-a1d6-4757-a06b-32f5593a3d8f,2020-04-27,2020-04-27 16:39:00+00:00,Pacific Time (US & Canada),10285,finatic,BJ Stacey,research,CC-BY-NC,Imperial Beach,32.5664,-117.13237,,Abronia maritima,red sand-verbena,Plantae,75244.0
44687640,771a9f26-7f89-4717-8e2b-1eab68bc4cf5,2020-05-02,2020-05-02 17:09:00+00:00,Pacific Time (US & Canada),147487,ryanandrews,Ryan Andrews,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5637685759,-117.1319956606,2.0,Abronia maritima,red sand-verbena,Plantae,75244.0
45432628,880d0d69-c1cf-44f5-8be0-25de4d8e2047,2020-05-09,2020-05-09 21:28:00+00:00,Pacific Time (US & Canada),2556071,jonnysperling,Jonny Sperling,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5648953039,-117.1322499683,15.0,Abronia maritima,red sand-verbena,Plantae,75244.0
51330341,7313c398-46ee-4d17-ae2c-11d6a89b80f8,2020-06-20,2020-06-21 00:17:56+00:00,Pacific Time (US & Canada),92769,petercsanadi,Peter Csanadi,research,CC-BY-NC,"South San Diego, Imperial Beach, CA, US",32.562355,-117.13159167,26.0,Abronia maritima,red sand-verbena,Plantae,75244.0
51248296,254a6398-13fe-43c9-a306-d4b1c9864035,2020-06-28,2020-06-28 17:01:55+00:00,Pacific Time (US & Canada),2337606,lcnygard,,research,CC-BY-NC,"Tijuana River, Imperial Beach, CA, US",32.5637838013,-117.1320523404,22.0,Abronia maritima,red sand-verbena,Plantae,75244.0
55112249,f7eeca9a-2734-4c79-91b4-279fa51bd2f5,2020-08-01,2020-08-01 19:55:20+00:00,Pacific Time (US & Canada),2080292,sarah1707,Sarah Deaver,research,,"South San Diego, Imperial Beach, CA, US",32.56467833,-117.13217217,4.0,Abronia maritima,red sand-verbena,Plantae,75244.0
55645536,087d98da-4d1f-4d95-a2ea-9647854dbefc,2020-08-06,2020-08-06 16:11:00+00:00,Pacific Time (US & Canada),10285,finatic,BJ Stacey,research,CC-BY-NC,Imperial Beach - Seacoast Dr,32.56635,-117.1324516667,,Abronia maritima,red sand-verbena,Plantae,75244.0
56812773,0e73b370-0a38-4e91-a08e-03779fb9312e,2020-08-17,2020-08-17 17:17:18+00:00,Pacific Time (US & Canada),231709,thunefeld,W. Terry Hunefeld,research,CC-BY-NC,"South San Diego, Imperial Beach, CA, US",32.5620457561,-117.1317442795,14.0,Abronia maritima,red sand-verbena,Plantae,75244.0
58856931,7625fcba-2ab0-4a3c-ae95-a8c5178a38c1,2020-09-07,2020-09-07 17:28:07+00:00,Pacific Time (US & Canada),2527259,lexine_schroeder,Lexine Schroeder,research,CC-BY-NC,"Imperial Beach, CA, USA",32.54354251,-117.12419101,7.0,Abronia maritima,red sand-verbena,Plantae,75244.0
59547321,5ce98c62-c7b2-45ee-852d-5ed6fcde6668,2020-09-07,2020-09-07 23:13:15+00:00,Pacific Time (US & Canada),3561963,sabrinalukyanov,SABRINA LUKYANOV,research,,"South San Diego, Imperial Beach, CA, US",32.56404167,-117.13206383,10.0,Abronia maritima,red sand-verbena,Plantae,75244.0
64204570,82050fbf-07e0-4029-8a4f-efbd16ddde16,2020-11-04,2020-11-04 14:49:04+00:00,UTC,2583406,amouritzen19,,research,CC-BY-NC,"Border Field State Park, Imperial Beach, CA, US",32.5359702576,-117.123545129,5.0,Abronia maritima,red sand-verbena,Plantae,75244.0
68439563,2cc9093e-06a7-4f21-b648-79406de915b0,2021-01-21,2021-01-22 00:53:44+00:00,Pacific Time (US & Canada),1551174,madily,Madeleine Claire,research,CC-BY,"South San Diego, Imperial Beach, CA, US",32.5637116667,-117.1319916667,,Abronia maritima,red sand-verbena,Plantae,75244.0
68563441,29414220-f5d3-4536-8ae9-b00c145d733b,2021-01-24,2021-01-24 15:45:22+00:00,Pacific Time (US & Canada),1691841,anewmark,Andrew Newmark,research,CC-BY-NC,"Imperial Beach, CA, USA",32.5636341667,-117.132035,,Abronia maritima,red sand-verbena,Plantae,75244.0
